review_id,product_id,product_name,category,rating,review_text,review_date,verified_purchase,helpful_count,review_length,true_sentiment,month,is_holiday_season
R004106,P0784,Biography,Books,1,doesn't work as advertised. This biography broke after just a few days.,2024-06-16 16:36:18.433295,True,5,12,negative,6,False
R004107,P0894,Video Game,Toys & Games,2,Do not buy! horrible design. Extremely poor quality.,2024-01-12 16:36:18.433295,True,4,8,negative,1,True
R004108,P0067,Backpack,Sports & Outdoors,1,Complete disaster. poor customer service. Save your bucks!1! Bought this for my spouse. 😭,2024-01-31 16:36:18.433295,True,9,14,negative,1,True
R004109,P0656,Cookbook,Books,5,Absolutely love this cookbook! super comfortable. Highly recommend! This is my second purchase.,2024-08-04 16:36:18.433295,True,2,13,positive,8,False
R004110,P0758,Jeans,Fashion,4,"very durable. Great jean, very satisfied with my purchase.",2025-07-09 16:36:18.433295,True,3,9,positive,7,False
R004111,P0072,Vacuum,Home & Kitchen,5,Best vacuum I've ever purchased. amazing performance. Worth esuper penny.,2024-06-12 16:36:18.433295,False,6,10,positive,6,False
R004112,P0256,Smartwatch,Electronics,5,hella durable. This smartwatch is exactly waht I needed!!!,2025-06-13 16:36:18.433295,True,9,9,positive,6,False
R004113,P0707,Cookbook,Books,4,Perfect cookbook! works perfectly. Couldn't be happier.,2024-01-25 16:36:18.433295,True,6,7,positive,1,True
R004114,P0174,Jeans,Fashion,4,beautiful design. This jeans is exactly what I needed!,2024-09-22 16:36:18.433295,True,4,9,positive,9,False
R004115,P0165,Shoes,Fashion,4,"easy to use. Great shoes, very satisfied with my purchase. Been using it for a month now.",2025-01-16 16:36:18.433295,True,2,17,positive,1,True
R004116,P0823,Self-Help Book,Books,1,Do not buy! arrived damaged. Extremely poor quality.,2023-11-16 16:36:18.433295,True,3,8,negative,11,True
R004117,P0881,Coffee Maker,Home & Kitchen,4,Amazing quality and excellent build quality. 5 stars!!! 😭,2024-03-19 16:36:18.433295,True,7,9,positive,3,False
R004118,P0987,Hair Dryer,Beauty & Personal Care,4,Best hair dryer I've ever purchased. beautiful design. Worth every penny.,2024-03-24 16:36:18.433295,True,7,11,positive,3,False
R004119,P0751,Running Shoes,Sports & Outdoors,5,Perfect running shoes! works perfectly. Couldn't be happier. This is my second purchase.,2023-08-13 16:36:18.433295,True,3,13,positive,8,False
R004120,P0535,Fitness Tracker,Sports & Outdoors,5,great customer service. This fitness tracker is exactly what I needed!,2024-08-23 16:36:18.433295,True,4,11,positive,8,False
R004121,P0187,Knife Set,Home & Kitchen,1,Awful knife set. ppoor customer service. Returning immediately.,2025-05-15 16:36:18.433295,False,1,8,negative,5,False
R004122,P0586,Shirt,Fashion,3,The shirt is okay. meets expectations. Nothing special.,2024-05-24 16:36:18.433295,False,5,8,neutral,5,False
R004123,P0868,Self-Help Book,Books,1,Horrible experience. complete waste of cash. Would not recommend. 😡,2024-07-10 16:36:18.433295,True,3,10,negative,7,False
R004124,P0023,Shoes,Fashion,5,Exceeded my expectations!!!! super comfortable. Would buy again.,2024-05-04 16:36:18.433295,True,7,8,positive,5,False
R004125,P0702,Moisturizer,Beauty & Personal Care,5,looks fantastic. This moisturizer is exactly what I needed!,2024-12-11 16:36:18.433295,True,8,9,positive,12,True
R004126,P0403,Coffee Maker,Home & Kitchen,3,"Not garbage, not lit. nothing special. Just average. 🔥",2024-10-24 16:36:18.433295,False,2,9,neutral,10,False
R004127,P0420,Headphones,Electronics,4,Fantastic purchase. works perfectly. Excellent value for money.,2025-01-11 16:36:18.433295,False,5,8,positive,1,True
R004128,P0299,Knife Set,Home & Kitchen,5,outstanding features. This knife set is exactly what I needed!,2024-10-22 16:36:18.433295,False,6,10,positive,10,False
R004129,P0582,Perfume,Beauty & Personal Care,4,looks fantastic. This perfume is exactly what I needed! Been using it for a month now.,2024-12-31 16:36:18.433295,True,2,16,positive,12,True
R004130,P0910,Humidifier,Health & Household,4,Exceeded my expectations! fast shipping. Would buy again.,2024-10-29 16:36:18.433295,True,8,8,positive,10,False
R004131,P0261,Biography,Books,2,Worst biography ever. cheap materials. Want my money back!,2023-11-28 16:36:18.433295,True,4,9,negative,11,True
R004132,P0116,Yoga Mat,Sports & Outdoors,4,Perfect yoga mat! easy to use. Couldn't be happier.,2023-12-07 16:36:18.433295,False,3,9,positive,12,True
R004133,P0717,Hair Dryer,Beauty & Personal Care,3,The hair dryer is okay. basic features. Nothing special. Been using it for a month now.,2024-06-16 16:36:18.433295,True,2,16,neutral,6,False
R004134,P0510,Tent,Sports & Outdoors,4,Perfect tent! excellent build quality. Couldn't be happier.,2024-09-28 16:36:18.433295,False,8,8,positive,9,False
R004135,P0054,Air Purifier,Health & Household,1,broke after a week. This air purifier is a complete waste of money.,2024-10-04 16:36:18.433295,False,6,13,negative,10,False
R004136,P0516,Bag,Fashion,5,"easy to use. Great bag, very satisfied with my purchase.",2024-06-04 16:36:18.433295,True,4,10,positive,6,False
R004137,P0911,Makeup Kit,Beauty & Personal Care,2,Worst makeup kit ever. stopped working. Want my $$ back!!!!,2023-12-17 16:36:18.433295,True,1,10,negative,12,True
R004138,P0707,Perfume,Beauty & Personal Care,3,The perfume is okay. average performance. Nothing special.,2025-04-26 16:36:18.433295,False,2,8,neutral,4,False
R004139,P0829,Tablet,Electronics,5,"Perfect tablet! incredible value. Couldn't be happier. Compared to my previous one, this is better.",2025-03-14 16:36:18.433295,True,9,15,positive,3,False
R004140,P0790,Fitness Tracker,Sports & Outdoors,3,"Not bad, not great. average performance. Just average. Bought this for my spouse.",2023-08-04 16:36:18.433295,True,1,13,neutral,8,False
R004141,P0064,First Aid Kit,Health & Household,5,"very durable. This first aid kit is exactly what I needed! Compared to my previous one, this is better.",2024-07-14 16:36:18.433295,True,3,19,positive,7,False
R004142,P0573,Action Figure,Toys & Games,4,Perfect action figure! easy to use. Couldn't be happier.,2024-01-06 16:36:18.433295,True,4,9,positive,1,True
R004143,P0950,Speaker,Electronics,3,nothing special. It's a decent speaker for the price.,2025-06-21 16:36:18.433295,False,1,9,neutral,6,False
R004144,P0631,Cookware Set,Home & Kitchen,1,Do not buy!!!! false advertising. Extremely poor quality. 😍,2023-11-11 16:36:18.433295,True,3,9,negative,11,True
R004145,P0891,Laptop,Electronics,5,"easy to use. Great laptop, totally satisfied with my purchase.",2025-06-17 16:36:18.433295,True,9,10,positive,6,False
R004146,P0999,Tent,Sports & Outdoors,4,Best tent I've ever purchased. outstanding features. oWrth every penny.,2025-06-13 16:36:18.433295,True,5,10,positive,6,False
R004147,P0555,Bag,Fashion,5,Prefect bag! looks fantastic. Couldn't be happier.,2024-02-11 16:36:18.433295,True,7,7,positive,2,False
R004148,P0674,Humidifier,Health & Household,3,Acceptable humidifier. fair value. Could be better.,2024-04-04 16:36:18.433295,True,1,7,neutral,4,False
R004149,P0406,Laptop,Electronics,4,Exceeded my expectations! easy to use. Would buy again.,2024-12-04 16:36:18.433295,True,6,9,positive,12,True
R004150,P0522,Cookware Set,Home & Kitchen,1,Worst cookware set ever. doesn't work as advertised. Want my bucks back!1!,2025-04-21 16:36:18.433295,True,5,12,negative,4,False
R004151,P0587,Vitamins,Health & Household,1,Worst vitamins ever. false advertising. Want my money back!,2025-05-04 16:36:18.433295,True,6,9,negative,5,False
R004152,P0768,Vacuum,Home & Kitchen,3,It's fine. works as described. Meets basic requirements.,2024-01-18 16:36:18.433295,True,3,8,neutral,1,True
R004153,P0391,Smartphone,Electronics,3,"acceptable for the price. Standard smartphone, nothing remarkable.",2025-02-04 16:36:18.433295,True,1,8,neutral,2,False
R004154,P0392,Novel,Books,5,Fantastic purchase. incredible value. Excellent value for money. This is my second purchase.,2023-09-29 16:36:18.433295,True,2,13,positive,9,False
R004155,P0366,Makeup Kit,Beauty & Personal Care,4,Best makeup kit I've ever purchased. incredible value. Worth every penny. This is my second purchase.,2024-09-19 16:36:18.433295,False,3,16,positive,9,False
R004156,P0849,First Aid Kit,Health & Household,5,Perfect first aid kit! outstandin features. Couldn't be happier.,2024-05-18 16:36:18.433295,True,5,9,positive,5,False
R004157,P0345,Jacket,Fashion,3,"Not bad, not great. meets expectations. Just averag.e",2025-01-23 16:36:18.433295,False,1,8,neutral,1,True
R004158,P0498,Laptop,Electronics,4,looks fantastic. This laptop is exactly what I needed!1! 😍,2025-06-10 16:36:18.433295,True,7,10,positive,6,False
R004159,P0972,Backpack,Sports & Outdoors,5,Exceeded my expectations! easy to use. Would buy again.,2025-07-12 16:36:18.433295,True,7,9,positive,7,False
R004160,P0732,Laptop,Electronics,5,"amazing performance. Great laptop, very satisfied with my purchase.",2023-08-22 16:36:18.433295,True,2,9,positive,8,False
R004161,P0232,Bike,Sports & Outdoors,4,Perfect bike! great customer service. Couldn't be happier.,2023-10-14 16:36:18.433295,True,3,8,positive,10,False
R004162,P0795,Novel,Books,4,"fast shipping. Great novel, very satisfied with my purchase. Compared to my previous one, this is better.",2024-11-05 16:36:18.433295,False,2,17,positive,11,True
R004163,P0025,Yoga Mat,Sports & Outdoors,4,Amazing quality and lit customer service. 5 stars!1! 👎,2024-12-16 16:36:18.433295,True,5,9,positive,12,True
R004164,P0502,Novel,Books,1,Do not buy!!!! broke aftre a week. Extremely poor quality.,2024-02-20 16:36:18.433295,True,2,10,negative,2,False
R004165,P0599,First Aid Kit,Health & Household,3,Average first aid kit. average performance. Gets the job done.,2024-07-27 16:36:18.433295,True,1,10,neutral,7,False
R004166,P0244,Cookware Set,Home & Kitchen,4,Exceeded my expectations! super comfortable. Would buy again.,2025-06-06 16:36:18.433295,False,7,8,positive,6,False
R004167,P0858,Shirt,Fashion,3,The shirt works as expected. decent quality.,2023-07-23 16:36:18.433295,True,4,7,neutral,7,False
R004168,P0585,Speaker,Electronics,3,"works as described. tSandard speaker, nothing remarkable.",2024-12-14 16:36:18.433295,False,1,7,neutral,12,True
R004169,P0606,Biography,Books,1,Terrible biography. uncomfortable to use. Very disappointed.,2024-04-16 16:36:18.433295,True,7,7,negative,4,False
R004170,P0317,Speaker,Electronics,4,looks fantastic. This speaker is exactly what I needed!,2024-09-20 16:36:18.433295,True,2,9,positive,9,False
R004171,P0026,Camera,Electronics,5,Absolutely love this camera! amazing performance. Highly recommend! Bought this for my spouse.,2025-02-27 16:36:18.433295,True,5,13,positive,2,False
R004172,P0310,Tablet,Electronics,3,"Not bad, not great. standad quality. Just average. Been sing it for a month now.",2023-11-19 16:36:18.433295,True,4,15,neutral,11,True
R004173,P0285,Video Game,Toys & Games,5,Amazing quailty and outstanding features. 5 stars!,2024-11-05 16:36:18.433295,True,9,7,positive,11,True
R004174,P0643,Shampoo,Beauty & Personal Care,3,The shampoo is okay. decent quality. Nothing special.,2024-10-01 16:36:18.433295,True,3,8,neutral,10,False
R004175,P0879,Tablet,Electronics,5,Absolutely love this tablet! fast shipping. Highly recommeend!,2024-08-08 16:36:18.433295,True,7,8,positive,8,False
R004176,P0213,Cookware Set,Home & Kitchen,1,broke after a week. This cookware set is a complete waste of money. Been using it for a month now.,2024-03-10 16:36:18.433295,False,8,20,negative,3,False
R004177,P0538,Cookbook,Books,5,Fantastic purchase. very durable. Excellent value for moeny.,2024-06-03 16:36:18.433295,True,4,8,positive,6,False
R004178,P0703,Coffee Maker,Home & Kitchen,5,Perfect coffee maker! beautiful design. Couldn't be happier. Been using it for a month now.,2025-03-11 16:36:18.433295,True,7,15,positive,3,False
R004179,P0754,Jacket,Fashion,2,missing parts. This jacket broke after just a few days.,2025-05-22 16:36:18.433295,True,7,10,negative,5,False
R004180,P0832,Knife Set,Home & Kitchen,5,Perfect knife set! fast shipping. Couldn't be happier.,2024-11-18 16:36:18.433295,True,6,8,positive,11,True
R004181,P0267,Hair Dryer,Beauty & Personal Care,3,Acceptable hair dryer fair value. Could be better.,2024-10-03 16:36:18.433295,True,4,8,neutral,10,False
R004182,P0500,Novel,Books,5,Fantastic purchase. easy to use. Excellent value for $$. 💯,2025-03-09 16:36:18.433295,False,3,10,positive,3,False
R004183,P0592,Hair Dryer,Beauty & Personal Care,5,Best hair dryer I've ever purchased. amazing performance. Worth every penny.,2023-09-06 16:36:18.433295,True,8,11,positive,9,False
R004184,P0364,Biography,Books,1,missing parts. This biography is a complete waste of money. Got this on sale.,2024-07-26 16:36:18.433295,True,6,14,negative,7,False
R004185,P0276,Lego Set,Toys & Games,4,Absolutely adore this lego set!!!! looks fantastic. Highly recommend!!!! Been using it for a month now.,2024-05-05 16:36:18.433295,True,4,16,positive,5,False
R004186,P0437,Jacket,Fashion,1,Do not buy! false advertising. Extremely poor quality. Bought this for my spouse.,2024-08-30 16:36:18.433295,True,4,13,negative,8,False
R004187,P0822,Cookbook,Books,3,Acceptable cokobook. okay for casual use. Could be better. Using it daily.,2023-11-08 16:36:18.433295,False,1,12,neutral,11,True
R004188,P0107,Tent,Sports & Outdoors,5,"super comfortable. Great tent, very satisfied with my purchase.",2024-05-30 16:36:18.433295,True,2,9,positive,5,False
R004189,P0482,Yoga Mat,Sports & Outdoors,3,"Average yoga mat. does what it's supposed to. Gets the job done. Compared to my previous one, this is better. 😊",2023-10-01 16:36:18.433295,True,2,21,neutral,10,False
R004190,P0828,Headphones,Electronics,3,decent quality. It's a decent headphones for the price.,2024-11-11 16:36:18.433295,True,1,9,neutral,11,True
R004191,P0874,Smartwatch,Electronics,3,"standard quality. Standard smartwatch, nothing remarkable.",2023-11-03 16:36:18.433295,False,4,6,neutral,11,True
R004192,P0583,Running Shoes,Sports & Outdoors,1,Horrible experience. poor customer service. Would not recommend.,2025-02-04 16:36:18.433295,True,4,8,negative,2,False
R004193,P0531,Humidifier,Health & Household,5,"Exceeded my expectations! excellent build quality. Would buy again. Compared to my previous one, this is better.",2023-07-21 16:36:18.433295,True,9,17,positive,7,False
R004194,P0905,Hair Dryer,Beauty & Personal Care,5,"looks fantastic. Great hair dryer, very satisfied with my purchase.",2024-09-04 16:36:18.433295,True,5,10,positive,9,False
R004195,P0411,Jacket,Fashion,5,awesome customer service. This jacket is exactly what I needed!1! 🔥,2024-02-25 16:36:18.433295,False,7,11,positive,2,False
R004196,P0806,Bike,Sports & Outdoors,5,Amazing quality and super comfortable. 5 stars!!!,2025-06-15 16:36:18.433295,False,9,7,positive,6,False
R004197,P0225,Knife Set,Home & Kitchen,3,The knife set worsk as expected. average performance. 😡,2024-03-12 16:36:18.433295,False,1,9,neutral,3,False
R004198,P0206,Running Shoes,Sports & Outdoors,5,Perfect running shoes! beautiful design. Couldn't be happier. Using it daily.,2024-09-27 16:36:18.433295,True,3,11,positive,9,False
R004199,P0250,Toaster,Home & Kitchen,5,Amazing quality and works perfectly. 5 stars!!!!,2024-06-14 16:36:18.433295,True,7,7,positive,6,False
R004200,P0425,First Aid Kit,Health & Household,4,looks fantastic. This first aid kit is exactly what I needed! Using it daily.,2024-03-05 16:36:18.433295,True,3,14,positive,3,False
R004201,P0931,Shirt,Fashion,5,Exceeded my expectations! beautiful design. Would buy again.,2023-07-25 16:36:18.433295,False,5,8,positive,7,False
R004202,P0176,Bike,Sports & Outdoors,5,"beautiful design. Great bike, very satisfied with my purchase.",2023-10-31 16:36:18.433295,False,3,9,positive,10,False
R004203,P0321,Coffee Maker,Home & Kitchen,5,Perfect coffee maker! easy to use. Couldn't be happier.,2025-03-22 16:36:18.433295,True,2,9,positive,3,False
R004204,P0934,First Aid Kit,Health & Household,5,totally durable. This first aid kit is exactly what I needed!1!,2024-01-06 16:36:18.433295,True,4,11,positive,1,True
R004205,P0054,Board Game,Toys & Games,5,Exceeded my expectations! works perfectly. Would buy again. Got this on sale.,2025-04-27 16:36:18.433295,True,6,12,positive,4,False
R004206,P0397,Vacuum,Home & Kitchen,5,Absolutely love this vacuum! very durable. Highly recommend!,2024-07-08 16:36:18.433295,True,6,8,positive,7,False
R004207,P0222,Puzzle,Toys & Games,5,"incredible value. Great puzzle, very satisfied with my purchase.",2025-02-03 16:36:18.433295,True,1,9,positive,2,False
R004208,P0934,Bag,Fashion,4,totally durable. This bag is exactly wha I needed!!!! 👎,2025-03-30 16:36:18.433295,True,3,10,positive,3,False
R004209,P0987,Dress,Fashion,3,The dress is okay. basic features. Nothing special.,2025-05-17 16:36:18.433295,True,2,8,neutral,5,False
R004210,P0703,Shampoo,Beauty & Personal Care,1,"Worst shampoo ever. doesn't work as advertised. Want my money back! Compared to my previous one, this is better.",2024-05-07 16:36:18.433295,True,4,19,negative,5,False
R004211,P0052,Jacket,Fashion,5,Amazing quality and excellent build quality. 5 strs!,2024-06-13 16:36:18.433295,True,6,8,positive,6,False
R004212,P0559,Tablet,Electronics,5,"Perfect tablet! great customer service. Couldn't be happier. Compared to my previous one, this is better.",2025-02-13 16:36:18.433295,True,6,16,positive,2,False
R004213,P0568,Jeans,Fashion,1,horrible design. This jeans broke after just a few days.,2024-01-21 16:36:18.433295,True,3,10,negative,1,True
R004214,P0850,Vacuum,Home & Kitchen,5,"incredible value. Great vacuum, very satisfied with my purchase.",2024-06-14 16:36:18.433295,False,7,9,positive,6,False
R004215,P0361,Scale,Health & Household,2,Worst scale ever. cheap materials. Want my $$ back!!!! 👎,2025-03-03 16:36:18.433295,True,4,10,negative,3,False
R004216,P0258,Vacuum,Home & Kitchen,1,Terrible vacuum. cheap materials. Very disappointed.,2024-07-09 16:36:18.433295,True,7,6,negative,7,False
R004217,P0576,Cookware Set,Home & Kitchen,3,Average cookware see.t meets expectations. Gets the job done. Bought this for my spouse.,2024-02-19 16:36:18.433295,True,1,14,neutral,2,False
R004218,P0753,Yoga Mat,Sports & Outdoors,5,Exceeded my expectations!1! excellent build quality. Would buy again. 😡,2023-10-25 16:36:18.433295,True,5,10,positive,10,False
R004219,P0469,Board Game,Toys & Games,3,Acceptable board game. meets expectations. Could be better.,2024-07-19 16:36:18.433295,True,3,8,neutral,7,False
R004220,P0456,Watch,Fashion,5,great customer service. This watch is exactly what I needed!,2023-10-07 16:36:18.433295,False,3,10,positive,10,False
R004221,P0458,Biography,Books,4,Fantastic purchase. excellent build quality. Excellent value for money.,2025-01-30 16:36:18.433295,True,8,9,positive,1,True
R004222,P0915,Perfume,Beauty & Personal Care,2,Worst perfume ever. cheap materials. Want my monney back!,2025-01-06 16:36:18.433295,True,4,9,negative,1,True
R004223,P0473,Bike,Sports & Outdoors,5,amazing performance. This bike is xactly what I needed! Got this on sale.,2024-05-08 16:36:18.433295,True,3,13,positive,5,False
R004224,P0659,Dress,Fashion,4,looks fantastic. This dress is exactly what I needed!,2023-12-25 16:36:18.433295,True,2,9,positive,12,True
R004225,P0296,Speaker,Electronics,2,Worst speaker ever. arrived damaged. Want my money back! Been using it for a month now.,2024-07-11 16:36:18.433295,False,8,16,negative,7,False
R004226,P0870,Puzzle,Toys & Games,2,false advertising. This puzzle is a complete waste of money.,2023-10-29 16:36:18.433295,True,7,10,negative,10,False
R004227,P0360,Biography,Books,2,Awful biography. terrible quality. Returning immediately.,2024-01-19 16:36:18.433295,True,6,6,negative,1,True
R004228,P0310,Knife Set,Home & Kitchen,3,The knife set works as expected. functional but basic. 🔥,2024-01-01 16:36:18.433295,True,2,10,neutral,1,True
R004229,P0408,Humidifier,Health & Household,2,Awful humidifier. uncomfortable to use. Returning immediately. 😡,2024-08-22 16:36:18.433295,True,6,8,negative,8,False
R004230,P0290,Moisturizer,Beauty & Personal Care,5,Absolutely love this moisturizer! looks fantastic. Highly recommend!,2024-07-19 16:36:18.433295,True,4,8,positive,7,False
R004231,P0644,Textbook,Books,5,Perfect textbook!!! works perfectly. Couldn't be happier.,2024-04-17 16:36:18.433295,True,3,7,positive,4,False
R004232,P0087,Coffee Maker,Home & Kitchen,5,Perfect coffee maker! incredible value. Couldn't be happier.,2024-02-24 16:36:18.433295,True,11,8,positive,2,False
R004233,P0317,Makeup Kit,Beauty & Personal Care,4,Perfect makeup kit! easy to use. Couldn't be happier. This is my second purchase.,2025-03-24 16:36:18.433295,True,7,14,positive,3,False
R004234,P0208,Action Figure,Toys & Games,5,"fast shipping. Great action figure, very satisfied with my purchase. Bought this for my spouse.",2025-02-21 16:36:18.433295,True,2,15,positive,2,False
R004235,P0589,Self-Help Book,Books,2,Worst self-help book ever. terrible quality. Want my $$ back!!!,2024-11-04 16:36:18.433295,True,8,10,negative,11,True
R004236,P0282,Humidifier,Health & Household,4,Amazing quality and beautiful design. 5 stars!!! ⭐,2024-11-24 16:36:18.433295,True,8,8,positive,11,True
R004237,P0845,Textbook,Books,5,outstanding features. This textbook is exactly what I needed! Bought this for my spouse.,2024-03-14 16:36:18.433295,True,3,14,positive,3,False
R004238,P0769,Dress,Fashion,3,Acceptable dress. acceptable for the price. Could be better. Got this on sale.,2025-04-24 16:36:18.433295,True,1,13,neutral,4,False
R004239,P0360,Biography,Books,5,"lit customer service. Great biography, super satisfied with my purchase. 😍",2024-12-06 16:36:18.433295,True,2,11,positive,12,True
R004240,P0634,Shoes,Fashion,3,Acceptable shoes. basic features. Could be better. Been using it for a month now. ⭐,2025-01-17 16:36:18.433295,False,4,15,neutral,1,True
R004241,P0265,Hair Dryer,Beauty & Personal Care,5,Best hair dryer I've ever purchased. easy to use. Worth etotally penny.,2024-11-13 16:36:18.433295,False,9,12,positive,11,True
R004242,P0102,Shoes,Fashion,4,Absolutely love this shoes! super comfortable. Highly recommend!,2025-07-07 16:36:18.433295,True,3,8,positive,7,False
R004243,P0810,Headphones,Electronics,3,The headphones is okay. basic features. Nothing special. 😍,2023-10-24 16:36:18.433295,True,3,9,neutral,10,False
R004244,P0325,Action Figure,Toys & Games,3,The action figure is okay. functional but basic. Nothing special.,2024-06-29 16:36:18.433295,True,1,10,neutral,6,False
R004245,P0445,Perfume,Beauty & Personal Care,4,fast shipping. This perfume is exactly what I needed!,2024-11-25 16:36:18.433295,True,2,9,positive,11,True
R004246,P0851,First Aid Kit,Health & Household,5,amazing performance. This first aid kit is exactly what I needed!,2024-03-02 16:36:18.433295,False,4,11,positive,3,False
R004247,P0877,Video Game,Toys & Games,3,The video game works as expected. acceptable for the price.,2024-01-24 16:36:18.433295,True,2,10,neutral,1,True
R004248,P0190,Fitness Tracker,Sports & Outdoors,2,cheap materials. This fitness tracker broke after just a few days. Using it daily.,2024-09-19 16:36:18.433295,True,7,14,negative,9,False
R004249,P0432,Toaster,Home & Kitchen,5,Absolutely love this toaster! works perfectly. Highly recommend!,2024-09-15 16:36:18.433295,False,7,8,positive,9,False
R004250,P0732,Shirt,Fashion,5,very durable. This shirt is exactly what I needed!,2023-10-06 16:36:18.433295,True,5,9,positive,10,False
R004251,P0218,Board Game,Toys & Games,1,Horrible experience. cheap materials. Would not recommend.,2024-10-17 16:36:18.433295,True,4,7,negative,10,False
R004252,P0943,Cookware Set,Home & Kitchen,5,Perfect cookware set!!! fast shipping. Couldn't be happier. Bought this for my spouse.,2023-07-26 16:36:18.433295,True,4,13,positive,7,False
R004253,P0349,Board Game,Toys & Games,4,Fantastic purchase. easy to use. Excellent value for money.,2024-05-30 16:36:18.433295,False,6,9,positive,5,False
R004254,P0279,Vitamins,Health & Household,1,false advertising. This vitamins is a cmoplete waste of money. Bought this for my spouse.,2025-05-13 16:36:18.433295,False,5,15,negative,5,False
R004255,P0866,Air Purifier,Health & Household,5,Amazing quality and amazing performance. 5 stars! This is my second purchase.,2024-07-24 16:36:18.433295,True,5,12,positive,7,False
R004256,P0726,Cookware Set,Home & Kitchen,5,Exceeded my expectations! beautiful design. Would buy again.,2024-08-11 16:36:18.433295,True,2,8,positive,8,False
R004257,P0961,Puzzle,Toys & Games,4,Perfect puzzle!1! excellent build quality. Couldn't be happier.,2023-07-23 16:36:18.433295,True,5,8,positive,7,False
R004258,P0241,Humidifier,Health & Household,3,"Not bad, not great. functional but basic. Just average.",2025-05-16 16:36:18.433295,False,3,9,neutral,5,False
R004259,P0753,Yoga Mat,Sports & Outdoors,5,Best yoga mat I've ever purchased. great customer service. Worth every penny.,2024-11-29 16:36:18.433295,True,4,12,positive,11,True
R004260,P0412,Moisturizer,Beauty & Personal Care,4,Best moisturizer I've ever purchased. outstanding features. Worth every penny.,2024-11-13 16:36:18.433295,True,3,10,positive,11,True
R004261,P0752,Cookbook,Books,5,Absolutely luv this cookbook!!! amazing performance. Highly recommend!!!,2025-04-19 16:36:18.433295,True,9,8,positive,4,False
R004262,P0930,Biography,Books,4,Absolutely love this biography! easy to use. Highly recommend!,2025-04-03 16:36:18.433295,False,3,9,positive,4,False
R004263,P0060,Cookbook,Books,4,Fantastic purchase. easy to use. Excellent value for money. This is my second purchase.,2025-03-29 16:36:18.433295,True,5,14,positive,3,False
R004264,P0262,Novel,Books,3,The novel works as expected. works as described.,2024-05-02 16:36:18.433295,False,2,8,neutral,5,False
R004265,P0204,Watch,Fashion,5,"super comfortable. Great watch, very satisfied with my purchase.",2024-12-26 16:36:18.433295,True,2,9,positive,12,True
R004266,P0616,Backpack,Sports & Outdoors,5,Exceeded my expectations!!! outstanding features. Would buy again. Using it daily.,2024-12-13 16:36:18.433295,True,7,11,positive,12,True
R004267,P0722,Hair Dryer,Beauty & Personal Care,2,Awful hair dryer. complete waste of money. Returning immediately.,2024-01-16 16:36:18.433295,True,5,9,negative,1,True
R004268,P0785,Jeans,Fashion,5,Exceeded my expectations! fast shipping. Would buy again.,2025-05-02 16:36:18.433295,True,5,8,positive,5,False
R004269,P0280,Perfume,Beauty & Personal Care,5,Amazing quality and fast shipping. 5 stars! This is my second purchase.,2025-03-27 16:36:18.433295,True,2,12,positive,3,False
R004270,P0762,Tent,Sports & Outdoors,5,Absolutely love this tent! beautiful design. Highly recommen! Been using it for a month now.,2024-08-10 16:36:18.433295,True,6,15,positive,8,False
R004271,P0803,Moisturizer,Beauty & Personal Care,5,"great customer service. Great moisturizer, very satisfied with my purchase.",2024-06-18 16:36:18.433295,True,5,10,positive,6,False
R004272,P0056,Fitness Tracker,Sports & Outdoors,3,basic features. It's a decent fitness tracker for the price.,2025-01-18 16:36:18.433295,False,4,10,neutral,1,True
R004273,P0734,Makeup Kit,Beauty & Personal Care,2,Terrible makeup kit. arrived damaged. Very disappointed.,2025-03-04 16:36:18.433295,True,9,7,negative,3,False
R004274,P0437,First Aid Kit,Health & Household,5,Absolutely love this first aid kit! looks fantastic. Highly recommend! Been using it for a month now.,2024-07-24 16:36:18.433295,True,7,17,positive,7,False
R004275,P0711,Shampoo,Beauty & Personal Care,1,Horrible experience. stopped working. Would not recommend. Using it daily.,2025-03-19 16:36:18.433295,False,5,10,negative,3,False
R004276,P0415,Speaker,Electronics,5,Amazing quality and outstanding features. 5 stars!,2024-11-02 16:36:18.433295,True,2,7,positive,11,True
R004277,P0448,Tablet,Electronics,5,Best tablet I've ever purchased. incredible value. Worth esuper penny. Got this on sale. 🔥,2023-07-23 16:36:18.433295,True,8,15,positive,7,False
R004278,P0006,Shampoo,Beauty & Personal Care,5,"easy to use. Great shampoo, very satisfied with my purchase.",2023-10-07 16:36:18.433295,True,8,10,positive,10,False
R004279,P0210,Bag,Fashion,1,Complete disaster. horrible design. Save your money!,2025-04-01 16:36:18.433295,False,5,7,negative,4,False
R004280,P0470,Video Game,Toys & Games,4,Amazing quality and very durable. 5 stars!,2025-06-06 16:36:18.433295,True,5,7,positive,6,False
R004281,P0310,Moisturizer,Beauty & Personal Care,4,Exceeded my expectations! easy to use. Would buy again.,2023-10-01 16:36:18.433295,True,5,9,positive,10,False
R004282,P0517,Moisturizer,Beauty & Personal Care,5,Absolutely love this moisturizer! outstanding features. Highly recommend! Using it daily.,2024-12-30 16:36:18.433295,True,7,11,positive,12,True
R004283,P0311,Coffee Maker,Home & Kitchen,1,Horrible experience. uncomfortable to use. Would not recommend.,2024-04-06 16:36:18.433295,False,3,8,negative,4,False
